gene,arrow,slope,slope_lo,slope_hi,frac_patients_neg,rho,rho_lo,rho_hi,Delta,n,rho_obs,rho_minus_obs,curated_flag
AR,cnv->rna,0.08040615109089304,0.0772752904078679,0.0832951001577387,0.0066844919786096255,0.1820448744324075,0.16768871616004127,0.1995863145957536,0.24598737061023712,748,0.11909993515702733,0.06294493927538017,0
ARID1A,cnv->rna,0.21455127565379448,0.20867195725083434,0.22058959910649717,0.0,0.3422102318899977,0.3238842562938064,0.3651040869782046,0.6563148498535156,748,0.14298577353093989,0.19922445835905783,0
ARID1B,cnv->rna,0.23466870496933534,0.22950768014156606,0.24004492086232304,0.0,0.3784559297631606,0.358913692883439,0.40045923105979536,0.7193058133125305,748,0.2274395726630331,0.1510163571001275,0
ASPM,cnv->rna,0.15485894168484723,0.1509695436712925,0.1591556604439486,0.0,0.20402713153463192,0.19201115477095346,0.21781186860337948,0.4754999876022339,748,0.21192646958942035,-0.00789933805478843,0
ATM,cnv->rna,0.17621830463975519,0.17234169922515383,0.17967437403276248,0.0,0.2783031503372398,0.2633492272464531,0.2948620738403166,0.5396034717559814,748,0.19139511344285662,0.08690803689438317,0
AURKA,cnv->rna,0.21793390756457173,0.21288110109284014,0.2226860047067769,0.0,0.2805002288984765,0.26650812783751976,0.2973356295734184,0.6673045754432678,748,0.4048472723110805,-0.124347043412604,0
AURKB,cnv->rna,0.11795904450616577,0.11338812321497739,0.12255051075687252,0.012032085561497326,0.16644880202077103,0.1567678593393932,0.17996149990478938,0.36173540353775024,748,0.20467186474243726,-0.03822306272166623,0
AZGP1,cnv->rna,0.08948587360559447,0.0861723754029022,0.09254556249091093,0.008021390374331552,0.16211805632276396,0.1533020488344627,0.174940089680301,0.27297109365463257,748,0.0073934856083124985,0.15472457071445148,0
BAG1,cnv->rna,0.21707238901199843,0.2115432112712003,0.2219340990685962,0.0,0.43817557780179023,0.42174677978185626,0.4576372827199326,0.6643872261047363,748,0.15387263460776837,0.28430294319402183,0
BBC3,cnv->rna,0.1348332896016442,0.13133186858610557,0.13833533445829915,0.00267379679144385,0.22897063110619126,0.21637076050182114,0.2447220325916639,0.4107948839664459,748,0.10175985119379573,0.12721077991239554,0
BCL2,cnv->rna,0.19783198727015072,0.1931399125740332,0.20257095901736613,0.0,0.3096603809751985,0.294386709844771,0.3288450642396859,0.607787013053894,748,0.18246408807868086,0.12719629289651763,0
BIRC5,cnv->rna,0.1628007333998779,0.158658822606613,0.1668665674475454,0.0,0.21452067134544234,0.20296122498655392,0.22811087030637506,0.49893635511398315,748,0.4222974473929898,-0.20777677604754746,0
BLVRA,cnv->rna,0.1771899128180419,0.17272998881340462,0.18186292618638547,0.0,0.36088670222945185,0.34002144535099366,0.38442812457838965,0.5423949360847473,748,0.17475905015364235,0.1861276520758095,0
BRCA1,cnv->rna,0.28236768730179823,0.2748371327502998,0.2898379276632336,0.0,0.4192747399701022,0.39748036949917187,0.44270294383754744,0.869091272354126,748,0.3450578783867369,0.07421686158336527,0
BRCA2,cnv->rna,0.2720609184264483,0.265450004824586,0.2784071069516332,0.0,0.40207354736602474,0.38386019220315565,0.42305252570523094,0.8371069431304932,748,0.1979790255161011,0.20409452184992363,0
BRD4,cnv->rna,0.34683608676189864,0.33784474057483976,0.35582582848907307,0.0,0.6178243470591961,0.5944098507449491,0.6424220402022893,1.0650627613067627,748,0.21845879270949872,0.39936555434969734,0
BUB1,cnv->rna,0.1900080213587193,0.18580641806133216,0.19435090519864912,0.0,0.23432025215239916,0.22314419229418725,0.24842701472247622,0.58225417137146,748,0.18345241294626763,0.05086783920613153,0
BUB1B,cnv->rna,0.15817392167254268,0.1538069561200047,0.16255252101436612,0.0,0.20501958545396579,0.19389373431234613,0.21850671559083715,0.4854274094104767,748,0.10184504061055193,0.10317454484341386,0
CA12,cnv->rna,0.13965486616586,0.13567936369242212,0.14382203416301415,0.0,0.2890683793881688,0.2691776377167376,0.3113129104890172,0.4275937080383301,748,0.14167696690459355,0.14739141248357526,0
CBFB,cnv->rna,0.23706313397522863,0.2306561641573108,0.24391972663476685,0.0,0.4438484727766484,0.4197540340368824,0.46975909059697546,0.7271276712417603,748,0.37386726187807645,0.06998121089857195,0
CCNB1,cnv->rna,0.1974381677590148,0.19314987550947177,0.2014863653033202,0.0,0.25299772902240025,0.24073694243803886,0.267733730532809,0.6055415868759155,748,0.0879640457222228,0.16503368330017745,0
CCNB2,cnv->rna,0.14914971948265135,0.1453142787534887,0.15261564040561426,0.0,0.18315744593480662,0.17439046137647815,0.19478450197674463,0.4565415382385254,748,0.11922966643349932,0.0639277795013073,0
CCND1,cnv->rna,0.23990816481663796,0.23514711707383654,0.24472589218321134,0.0,0.396454945836928,0.3779751289597539,0.416441362704444,0.7377892136573792,748,0.3677213157682,0.028733630068727978,0
CCNE2,cnv->rna,0.2299231113994215,0.22380352117047966,0.23622169878341903,0.0,0.32115974083989873,0.30510985946703906,0.33808416990954776,0.7058213949203491,748,0.41978667843378964,-0.0986269375938909,0
CD44,cnv->rna,0.2501088098836598,0.24450439931403137,0.255934185557398,0.0,0.5327506089896701,0.511180920007892,0.5554778032468973,0.7697763442993164,748,0.09478251550096865,0.4379680934887014,0
CDC20,cnv->rna,0.16512338487396544,0.1613322759418964,0.1691320857885663,0.001336898395721925,0.21486881249937334,0.20333272556699292,0.22876994315441807,0.5061870217323303,748,0.3394694485787124,-0.12460063607933908,0
CDC6,cnv->rna,0.290754612360802,0.2836178315743437,0.2977481023101964,0.0,0.4009815505339625,0.3827212980525635,0.4217391813037113,0.8948303461074829,748,0.3408792304937587,0.06010232004020383,0
CDCA7,cnv->rna,0.16280179127250632,0.15681113426125656,0.16834344312338426,0.009358288770053475,0.2781599861688375,0.26163129202227314,0.298471304024026,0.49806809425354004,748,0.17023331724036567,0.10792666892847186,0
CDH1,cnv->rna,0.195928708126116,0.19071764200478633,0.20104790881986556,0.004010695187165776,0.4778485861983347,0.45489948760011323,0.5034220090086059,0.6014724373817444,748,0.38383341527972137,0.09401517091861333,1
CDH3,cnv->rna,0.13807552486837388,0.13342962879430542,0.14328265350761263,0.004010695187165776,0.21206467760288947,0.20264831064352123,0.22518626198882422,0.42211055755615234,748,0.17268502006562922,0.03937965753726025,0
CDK4,cnv->rna,0.3156634096051243,0.306465683287645,0.3253308867077458,0.0,0.5749808118498099,0.5520690261578639,0.6006699048591545,0.9692080020904541,748,0.1956199665399195,0.37936084530989034,0
CDK6,cnv->rna,0.11735100835450112,0.11123904120040902,0.12282351496143368,0.02807486631016043,0.2133639901238105,0.19951110109289583,0.22890595226831686,0.35836362838745117,748,0.027646592754224906,0.1857173973695856,0
CDKN1B,cnv->rna,0.2990337432874284,0.2913646662697705,0.3069856243116309,0.0,0.5155364351152344,0.4936251601877928,0.5380280281713322,0.91654372215271,748,0.13524910578281443,0.38028732933241993,0
CDKN2A,cnv->rna,0.1536273833364248,0.1487521590914456,0.15926886574049257,0.00267379679144385,0.34851072826479956,0.32789761907197806,0.3707928312769117,0.4691365957260132,748,0.159883066530865,0.18862766173393455,1
CDKN3,cnv->rna,0.1670680430032555,0.163031750823904,0.17095417289126938,0.0,0.22110666714953942,0.20956529063064822,0.23527205447550756,0.5126676559448242,748,0.2168598900178803,0.004246777131659107,0
CENPA,cnv->rna,0.15255639532530338,0.14873912551508464,0.15645867940765673,0.00267379679144385,0.20375002479186294,0.19416755397088054,0.21616018821543082,0.4669303297996521,748,0.2893660023346584,-0.08561597754279549,0
CENPF,cnv->rna,0.1553875912228224,0.15158320074470186,0.15938274629785737,0.0,0.20844016110285662,0.19826705316643795,0.22226707143300115,0.476582407951355,748,0.24513396800354198,-0.036693806900685355,0
CEP55,cnv->rna,0.1812524919144547,0.17763894341206227,0.18516833218771514,0.0,0.2413400626222873,0.22948437639185387,0.2561156513107171,0.5565948486328125,748,0.13903990576077152,0.10230015686151578,0
CHEK1,cnv->rna,0.3031586391770791,0.2961469448751205,0.3101242437661848,0.0,0.39841975267252544,0.3801884562109735,0.4192968915524602,0.9332998991012573,748,0.2507105659921291,0.14770918668039634,0
CHEK2,cnv->rna,0.20453094012085715,0.19911864768092313,0.2099571026697804,0.001336898395721925,0.34234202818398596,0.32439106983602434,0.3619722098103333,0.6275323629379272,748,0.3272379585450869,0.015104069638899043,0
DLGAP5,cnv->rna,0.17946032728599767,0.17476237528236316,0.1836625272943088,0.001336898395721925,0.222688074658199,0.21096284357380543,0.2372814461669601,0.5505944490432739,748,0.12579975603104535,0.09688831862715366,0
DNMT1,cnv->rna,0.2740043747404826,0.26599844631416897,0.28169523233702615,0.0,0.44649452316956195,0.42530443494048115,0.4699631974755976,0.841692328453064,748,0.21123594972159984,0.2352585734479621,0
DNMT3A,cnv->rna,0.2889368763642963,0.281434409977852,0.2964436759051455,0.0,0.5406275246314719,0.5176206868560715,0.5659535198354355,0.8834477663040161,748,0.20005303666057303,0.34057448797089884,0
DNMT3B,cnv->rna,0.18941493070748291,0.18442289255599084,0.19445236769133709,0.0,0.3494359074606032,0.33242691944866554,0.3698508887680404,0.5818620920181274,748,0.28806676203944687,0.061369145421156346,0
E2F1,cnv->rna,0.23028692541695442,0.22505046658443786,0.2362501698839163,0.0,0.32698912171420336,0.31234239761454785,0.34474606269196606,0.7053141593933105,748,0.30696226092750034,0.020026860786703016,0
EGFR,cnv->rna,0.09254936664892317,0.08725930852757302,0.0979305726832502,0.016042780748663103,0.13909014720140847,0.13106221625351838,0.15051866402873335,0.282932847738266,748,-0.03541673244339964,0.1745068796448081,0
EGLN1,cnv->rna,0.1582419571746058,0.15380179403513589,0.16270498467991423,0.0,0.3467633912350698,0.32679319379508204,0.36770069468415767,0.48479315638542175,748,0.09081481242474598,0.2559485788103238,0
ERBB2,cnv->rna,0.2962819059935951,0.2870736527907462,0.30470103009097793,0.001336898395721925,0.5368442871400004,0.5122205437910655,0.56068243901823,0.9114972352981567,748,0.4863344069945849,0.05050988014541552,0
ERBB3,cnv->rna,0.1720930133738726,0.16827940276796127,0.17615742528440684,0.0,0.30047938659952256,0.28469876751733203,0.3180843125129651,0.5282172560691833,748,0.22305389866412326,0.0774254879353993,0
ESM1,cnv->rna,0.12067745753025233,0.11656311645177518,0.12480493890827438,0.0053475935828877,0.3237404555587704,0.3064314612855795,0.34364450009593744,0.369001179933548,748,0.0698332146963896,0.2539072408623808,0
ESR1,cnv->rna,0.11470580179511557,0.11055690112128005,0.11900132741422476,0.008021390374331552,0.2155814953343848,0.19885573185500144,0.2357054132570657,0.3518056273460388,748,0.04975385935298638,0.16582763598139844,0
EXO1,cnv->rna,0.16976506611591274,0.16572469760996972,0.1738698024525871,0.0,0.2218153534662019,0.2106627913786325,0.23528045043458398,0.5215665698051453,748,0.2988991886097822,-0.0770838351435803,0
EXT1,cnv->rna,0.17390514781101776,0.1682922836829032,0.17974662495654684,0.00267379679144385,0.34651642120985476,0.32553721755290965,0.3681412406102607,0.5316466093063354,748,0.26610308146637807,0.0804133397434767,0
EZH2,cnv->rna,0.15607620121291946,0.15148854273308623,0.16040479388654397,0.00267379679144385,0.23761285040261282,0.22530780332109365,0.2522609188945393,0.4795144200325012,748,0.2807749663519683,-0.043162115949355484,0
F12,cnv->rna,0.13068898896734046,0.12573442315575692,0.1355097815326835,0.001336898395721925,0.29452478148388606,0.2783645180867354,0.3138543760481881,0.399544358253479,748,0.15737376918835796,0.1371510122955281,0
FGF19,cnv->rna,0.12890890477782982,0.125051973864934,0.13283134500439128,0.0,0.6223915534322879,0.6013706760444882,0.6431866274640311,0.3941601514816284,748,0.15460028945793597,0.46779126397435195,0
FGF3,cnv->rna,0.10745010352562763,0.10402649012555332,0.11112034759697503,0.0,0.5517264037515219,0.5293875232416668,0.5756778197232137,0.3282104432582855,748,0.09328606753338538,0.45844033621813657,0
FGF4,cnv->rna,0.08697628968367485,0.0837077319470456,0.09008448943952385,0.001336898395721925,0.5099680860949248,0.48660278722154765,0.533187380306583,0.2660139203071594,748,0.1181462496991444,0.39182183639578044,0
FGFR1,cnv->rna,0.31744405537812165,0.310171181804922,0.32446420880296656,0.0,0.6148886526994412,0.5952425171946326,0.6362868795482424,0.9706045985221863,748,0.31680838891578245,0.2980802637836587,0
FGFR2,cnv->rna,0.35671164804398053,0.3476331446705909,0.3663793556777971,0.0,0.6142172672206997,0.5939143617185648,0.6359154674240796,1.0971813201904297,748,0.11476328181038879,0.4994539854103109,0
FGFR4,cnv->rna,0.20733285399702495,0.19954466952243613,0.21459793351972464,0.0,0.6165243240461243,0.5928771987037305,0.6424337268052684,0.6343202590942383,748,0.06304496522711053,0.5534793588190138,0
FLT1,cnv->rna,0.09665821297488503,0.09302808492748256,0.10044514523268656,0.012032085561497326,0.1529105221049592,0.14390320792175518,0.16554148345332717,0.2957918345928192,748,0.014019920753194533,0.13889060135176468,0
FOXA1,cnv->rna,0.1114103966099982,0.10867026676647133,0.11437317700605776,0.0,0.251605194010516,0.23337748721916426,0.27351430092679196,0.34078559279441833,748,0.19596564183811152,0.05563955217240449,0
FOXC1,cnv->rna,0.0628205703486358,0.05921869721772367,0.06693666645964137,0.05748663101604278,0.08990976210305099,0.08485966724880897,0.09732234914856187,0.19187289476394653,748,0.03107699998543391,0.05883276211761708,0
FOXM1,cnv->rna,0.20724446135847005,0.20288497267945552,0.2114963216410023,0.0,0.2783397998906894,0.2665812819666697,0.29363963114782915,0.6354362964630127,748,0.3401099706017014,-0.061770170711011985,0
GABRP,cnv->rna,0.10210375458515894,0.09756475817632829,0.1066273814512144,0.008021390374331552,0.14998227311234327,0.1430630686567895,0.15953118256431387,0.3129768371582031,748,-0.14686252852805518,0.29684480164039845,0
GATA3,cnv->rna,0.13494117392883628,0.13124576979808894,0.13826876792092824,0.001336898395721925,0.23597208719551488,0.21890737791455875,0.2556193381585812,0.4127054512500763,748,-0.19025125159730993,0.4262233387928248,0
GMPS,cnv->rna,0.23548047350177545,0.22934041479728107,0.24162483787878558,0.0,0.36257036140015914,0.3431008774133569,0.3843623554166295,0.721752405166626,748,0.28802010760588653,0.0745502537942726,0
GPR160,cnv->rna,0.12187193868702127,0.11814208976068995,0.1257304333322836,0.001336898395721925,0.254106984892961,0.23546346342312585,0.2771883282407613,0.3732583224773407,748,-0.02165434069937073,0.27576132559233174,0
GPR18,cnv->rna,0.13903973728273922,0.135484697936264,0.14265584983031324,0.0,0.2425856589786032,0.2289396617908342,0.25751832504514605,0.4270567297935486,748,-0.01728581056022852,0.2598714695388317,0
GRB7,cnv->rna,0.28569857622085904,0.2772292764095203,0.294266187080321,0.0053475935828877,0.5064167354894923,0.4824165259370018,0.5334518607806841,0.8758184909820557,748,0.49022471368714815,0.016192021802344136,0
GREB1,cnv->rna,0.13186891253522154,0.1277779633208504,0.1362029370847405,0.001336898395721925,0.254036409339307,0.23537277516534233,0.27434279594819333,0.4037564694881439,748,-0.1607218455337745,0.4147582548730815,0
GSTM1,cnv->rna,0.2161229055603956,0.2075943995713204,0.22402834554454565,0.009358288770053475,0.5132068349608696,0.48734666794292836,0.5397004538444585,0.659051775932312,748,0.07624146944027,0.4369653655205996,0
GSTP1,cnv->rna,0.09136519329626538,0.08595859769044473,0.09650942702113638,0.053475935828877004,0.14708795011698225,0.13638224673208393,0.1602366815693197,0.2788296639919281,748,-0.06305760147030358,0.21014555158728582,1
HOXB13,cnv->rna,0.1264477765633776,0.12245402503674523,0.13050217527263666,0.0,0.40887455586130206,0.38740557078022514,0.4315649395174257,0.3850257992744446,748,0.029707171083893945,0.37916738477740813,0
HTATIP2,cnv->rna,0.19889923037542778,0.1930934293176047,0.20490866351017414,0.001336898395721925,0.4324706218686239,0.41218245251341196,0.4542649428799753,0.6074360609054565,748,0.2034533899598077,0.2290172319088162,0
IGF1R,cnv->rna,0.24944772616459585,0.24432464239753013,0.2552836070445124,0.0,0.38199250805763707,0.36407983382963344,0.40379780021201706,0.7657480835914612,748,0.19500952113073178,0.1869829869269053,0
IGFBP3,cnv->rna,0.06840465221605505,0.0645514700310784,0.07224276164250902,0.08957219251336898,0.14004919318973733,0.12965071567766098,0.15354530000099573,0.20841355621814728,748,-0.030570883597735715,0.17062007678747304,0
IGFBP5,cnv->rna,0.16466372978766475,0.15918880722922923,0.17072972890533925,0.008021390374331552,0.34819500331525266,0.3313622041900992,0.3690621212718005,0.5033048987388611,748,0.04829496116203162,0.299900042153221,0
IL17RB,cnv->rna,0.22159748822097863,0.21686915323916725,0.22680431817650148,0.0,0.4948834200127236,0.4739291111283198,0.5177276368569828,0.6800514459609985,748,0.15681550759447987,0.33806791241824374,0
IL25,cnv->rna,0.10940530908944787,0.10639494084056472,0.11292520819935754,0.0,0.36331329935926215,0.3455151030062954,0.38323375520418657,0.3360118865966797,748,-0.0062907683870515865,0.3696040677463137,0
IL6ST,cnv->rna,0.16345162128908444,0.15869845788510858,0.1681998640164644,0.0,0.25845451596803265,0.24363498867270475,0.27552754389203055,0.5007607340812683,748,0.2664315245899235,-0.007977008621890824,0
JUP,cnv->rna,0.2583719055591244,0.2506111511235655,0.2662015005142987,0.001336898395721925,0.46772441348775823,0.44428472414878056,0.49478414422359973,0.7931259274482727,748,0.4249252007474118,0.042799212740346426,0
KIF23,cnv->rna,0.20333405359981852,0.19869857902888463,0.2077941306021128,0.0,0.24954497399984263,0.2379410800701892,0.26525904015618085,0.6235469579696655,748,0.18654652318089543,0.0629984508189472,0
KIF2C,cnv->rna,0.17002555745497755,0.16584324123973998,0.1741481320468641,0.0,0.21474341063474306,0.20426118346320032,0.2285673902576619,0.521831214427948,748,0.3210382447912165,-0.10629483415647345,0
